DSA,DBMS,OS,CN,Mathmetics,Aptitute,Comm,Problem Solving,Creative,Hackathons,Skill 1,Skill 2,Profile
38,95,83,71,85,34,67,5,6,1,HTML/CSS,C/C++,Software Engineer
46,26,75,82,15,39,51,5,7,1,GitHub,Java,Web Developer
82,78,72,64,77,80,74,8,6,4,Tensorflow,Python,DATA Scientist
80,41,18,29,2,19,80,4,4,1,HTML/CSS,HTML/CSS,Tech Support
56,92,90,58,56,46,60,4,7,6,HTML/CSS,HTML/CSS,Web Developer
76,95,85,81,78,96,71,7,6,1,Oracle,Linux,Software Engineer
93,42,44,21,25,28,69,1,7,5,Figma,HTML/CSS,UI/UX
96,87,85,85,72,87,77,8,5,1,Linux,Linux,Software Engineer
90,63,74,71,81,82,68,7,5,5,Linux,HTML/CSS,Software Engineer
57,40,78,45,23,41,73,4,7,3,Python,HTML/CSS,UI/UX
23,76,92,59,82,80,55,6,5,4,Linux,Angular,DATA Scientist
83,92,73,94,78,98,76,10,6,4,R,R,Software Engineer
92,76,72,89,71,80,64,8,7,4,MYSQL,Deep Learning,Software Engineer
80,48,51,95,75,81,81,9,4,2,Javascript,Deep Learning,DATA Scientist
52,12,92,68,38,72,73,7,7,8,HTML/CSS,MYSQL,Database Administrator
42,86,29,32,15,27,62,5,2,0,HTML/CSS,Java,Tech Support
81,82,81,84,64,76,61,5,4,0,Javascript,Linux,Database Administrator
19,77,91,83,13,40,54,6,5,5,HTML/CSS,MYSQL,Web Developer
91,97,71,59,42,69,70,10,5,0,Linux,C/C++,Database Administrator
23,30,13,38,29,28,62,3,3,4,HTML/CSS,C/C++,UI/UX
31,81,76,30,50,32,67,3,6,9,Javascript,HTML/CSS,Tech Support
75,86,94,65,44,76,63,9,7,1,HTML/CSS,Linux,Database Administrator
63,65,80,87,41,60,82,5,4,0,Python,HTML/CSS,Database Administrator
56,89,38,39,27,77,70,4,10,4,Javascript,Javascript,UI/UX
7,95,23,77,44,37,60,1,6,5,C/C++,C/C++,Tech Support
18,84,62,65,97,66,69,7,6,1,Machine Learning,HTML/CSS,DATA Scientist
84,77,51,9,70,64,75,9,5,1,R,C/C++,DATA Scientist
87,7,33,60,92,14,65,4,8,4,Figma,HTML/CSS,UI/UX
47,20,6,48,5,38,53,3,9,4,GitHub,HTML/CSS,Web Developer
7,88,18,85,79,54,64,7,5,1,Deep Learning,MYSQL,Database Administrator
80,31,54,63,12,27,76,4,4,3,HTML/CSS,Python,Tech Support
12,14,65,37,8,14,63,5,7,0,HTML/CSS,C/C++,Tech Support
16,83,20,27,18,14,55,3,9,10,GitHub,HTML/CSS,Tech Support
89,72,70,86,77,88,78,8,5,3,Python,Linux,Network Engineer
64,88,54,25,17,48,80,6,6,0,HTML/CSS,C/C++,Database Administrator
87,85,72,89,41,76,75,5,7,1,Java,Linux,Tech Support
90,82,52,70,76,85,60,9,7,4,Java,HTML/CSS,DATA Scientist
82,57,65,96,81,71,82,6,5,7,Oracle,Linux,Network Engineer
47,22,86,70,74,86,61,7,7,4,Javascript,HTML/CSS,Software Engineer
45,34,34,25,21,20,64,2,10,4,Photoshop,Javascript,UI/UX
73,49,50,23,60,33,70,4,10,1,Photoshop,HTML/CSS,UI/UX
88,90,55,98,88,72,76,7,5,2,C/C++,HTML/CSS,Network Engineer
92,14,6,21,9,44,67,7,4,1,Linux,Java,Software Engineer
72,47,78,97,81,76,77,6,5,1,R,HTML/CSS,Database Administrator
90,79,72,54,71,70,64,9,5,0,Pytorch,Javascript,DATA Scientist
81,82,66,64,83,60,65,8,5,0,Oracle,R,DATA Scientist
16,6,45,53,98,41,69,7,7,0,Java,HTML/CSS,DATA Scientist
65,84,74,66,34,48,40,5,7,3,Javascript,HTML/CSS,Web Developer
6,84,71,62,72,58,71,7,6,3,Oracle,HTML/CSS,Database Administrator
69,86,57,56,40,35,59,5,4,4,Angular,Javascript,Web Developer
63,81,60,59,57,35,60,6,7,4,MYSQL,HTML/CSS,DATA Scientist
76,82,50,35,13,26,74,2,10,4,GitHub,Photoshop,UI/UX
76,31,70,29,56,32,60,4,9,0,HTML/CSS,HTML/CSS,UI/UX
6,10,59,31,11,14,79,1,5,3,HTML/CSS,C/C++,Tech Support
71,72,75,50,79,62,72,6,6,2,Deep Learning,Python,DATA Scientist
49,78,46,60,1,31,74,3,8,3,HTML/CSS,HTML/CSS,UI/UX
6,16,76,72,76,64,71,9,7,7,Oracle,Oracle,Software Engineer
12,89,29,91,13,76,84,8,6,0,Python,HTML/CSS,Network Engineer
79,83,86,95,81,68,89,7,7,0,Python,Ansible,Software Engineer
83,32,74,6,91,16,77,7,7,4,Javascript,HTML/CSS,Tech Support
18,86,71,85,47,74,46,6,6,1,C/C++,C/C++,Database Administrator
52,84,85,31,35,34,52,5,8,7,GitHub,Node.js,Web Developer
96,6,62,81,31,17,79,3,8,6,Java,Javascript,UI/UX
92,86,83,80,79,90,78,7,7,4,Python,Linux,Software Engineer
11,90,32,88,90,32,76,7,4,3,HTML/CSS,Javascript,UI/UX
19,54,18,6,17,44,75,5,7,2,C/C++,C/C++,Tech Support
50,71,90,35,14,38,62,4,9,0,GitHub,Angular,Web Developer
6,66,51,6,81,45,85,8,7,1,R,BASH/SHELL,DATA Scientist
84,80,70,55,77,86,60,10,6,4,C/C++,Linux,DATA Scientist
77,6,74,65,14,26,71,7,5,0,Python,Java,Tech Support
99,70,85,34,83,86,86,8,5,3,Linux,MYSQL,Software Engineer
91,86,60,75,82,81,76,9,4,2,Java,R,DATA Scientist
38,52,88,99,81,73,77,7,6,0,Linux,Cisco Packet tracer,Network Engineer
97,87,72,69,87,81,67,8,5,3,HTML/CSS,Deep Learning,Software Engineer
30,16,60,59,74,86,72,6,5,3,Java,Pytorch,DATA Scientist
70,96,93,36,32,18,61,4,6,0,HTML/CSS,C/C++,Tech Support
45,96,73,94,32,48,61,5,4,1,HTML/CSS,Linux,Database Administrator
45,18,75,49,9,32,77,1,5,1,C/C++,HTML/CSS,Tech Support
72,50,34,95,9,78,73,7,7,1,Oracle,BASH/SHELL,Network Engineer
91,46,17,41,56,35,70,4,7,0,Javascript,Python,Tech Support
50,74,88,53,42,50,59,5,9,0,GitHub,Angular,Web Developer
35,69,15,39,14,33,68,3,7,0,HTML/CSS,Python,Tech Support
70,78,74,39,18,38,70,4,7,0,HTML/CSS,Java,Tech Support
62,70,12,42,15,30,46,9,8,5,GitHub,Photoshop,Web Developer
38,73,81,42,32,36,83,4,8,4,GitHub,HTML/CSS,Web Developer
58,55,79,85,10,81,85,7,5,1,React,C/C++,Tech Support
7,95,93,75,82,89,67,5,7,6,Linux,C/C++,Database Administrator
11,63,84,85,31,36,50,3,5,0,Python,Angular,Web Developer
61,82,90,42,43,34,49,6,9,3,GitHub,HTML/CSS,Web Developer
23,26,16,26,3,35,67,2,6,0,Java,GitHub,Tech Support
56,18,78,59,75,61,81,9,6,1,Tensorflow,Pytorch,DATA Scientist
92,54,77,95,80,82,83,7,6,0,Linux,Python,Network Engineer
31,25,40,72,16,24,63,4,7,3,Javascript,HTML/CSS,UI/UX
84,81,33,45,75,86,72,7,7,5,GitHub,Angular,Software Engineer
27,40,27,99,13,40,86,7,9,1,MYSQL,C/C++,UI/UX
70,80,8,47,47,75,57,6,7,3,HTML/CSS,GitHub,Web Developer
81,96,81,77,81,80,69,9,4,4,C/C++,BASH/SHELL,Software Engineer
67,99,87,85,44,51,72,5,5,0,Linux,Linux,Database Administrator
45,78,49,12,11,39,86,3,8,4,Javascript,HTML/CSS,UI/UX
75,10,79,54,75,63,75,8,4,1,Ansible,Python,DATA Scientist
65,15,87,77,80,95,67,7,6,7,Python,Javascript,Software Engineer
90,88,71,51,88,60,73,8,7,4,BASH/SHELL,Linux,Software Engineer
15,17,76,79,45,55,65,6,6,1,HTML/CSS,C/C++,Database Administrator
8,78,94,76,74,50,71,6,6,3,MYSQL,MYSQL,Database Administrator
33,42,36,39,3,39,78,4,8,0,Figma,GitHub,UI/UX
64,47,35,44,17,31,80,2,10,8,Photoshop,HTML/CSS,UI/UX
58,92,71,38,21,46,49,6,9,10,HTML/CSS,Node.js,Web Developer
83,77,18,92,84,67,77,7,4,0,HTML/CSS,R,DATA Scientist
7,27,53,25,36,15,75,4,10,1,Javascript,Java,UI/UX
10,6,21,6,23,31,65,3,8,7,C/C++,Javascript,UI/UX
60,13,78,90,72,97,86,7,6,2,MYSQL,Linux,Database Administrator
80,78,91,58,77,85,63,8,5,4,Oracle,Linux,Software Engineer
33,32,67,38,15,16,60,1,2,3,HTML/CSS,C/C++,Tech Support
6,90,34,32,28,15,60,1,8,5,GitHub,HTML/CSS,UI/UX
51,79,93,58,34,45,53,5,7,3,R,Node.js,Web Developer
26,7,35,66,44,43,80,5,4,1,Python,Photoshop,Tech Support
80,52,26,23,84,75,78,5,5,1,Ansible,Javascript,Network Engineer
45,18,28,10,35,34,69,2,8,1,HTML/CSS,Photoshop,UI/UX
96,59,68,49,84,86,71,9,6,2,Angular,Deep Learning,DATA Scientist
60,6,32,59,1,15,89,4,7,4,GitHub,Javascript,UI/UX
17,31,72,16,0,33,47,3,7,2,C/C++,HTML/CSS,Tech Support
27,82,12,48,12,37,52,5,9,0,Python,Java,Web Developer
67,99,70,88,30,41,57,4,7,1,HTML/CSS,Node.js,Web Developer
92,80,73,83,40,43,55,3,8,4,Angular,HTML/CSS,Web Developer
77,86,82,71,63,52,75,6,6,1,HTML/CSS,MYSQL,Database Administrator
94,91,81,74,53,72,87,7,7,4,C/C++,Python,Database Administrator
78,57,50,94,4,73,85,4,4,1,Cisco Packet tracer,Cisco Packet tracer,Tech Support
76,85,92,87,85,82,77,7,7,7,Oracle,Angular,Software Engineer
25,95,35,73,18,59,72,1,5,1,HTML/CSS,MYSQL,Database Administrator
77,93,84,79,45,79,85,6,5,0,Linux,Oracle,Database Administrator
91,79,80,53,88,82,78,7,6,8,Angular,Deep Learning,Software Engineer
20,25,20,60,28,27,64,2,10,3,Photoshop,HTML/CSS,UI/UX
50,54,92,75,44,75,81,4,8,1,HTML/CSS,GitHub,Database Administrator
91,34,58,60,98,56,60,4,6,3,Pytorch,Oracle,DATA Scientist
62,23,85,84,28,53,89,7,8,0,Angular,Python,Database Administrator
64,93,81,83,58,71,77,5,3,3,MYSQL,Oracle,Database Administrator
17,15,6,49,10,33,63,3,8,5,Node.js,HTML/CSS,Web Developer
74,96,60,81,34,38,71,4,2,0,HTML/CSS,Java,Tech Support
42,37,59,63,96,32,65,3,9,4,Photoshop,GitHub,UI/UX
90,77,92,92,85,89,65,8,5,5,Linux,C/C++,Software Engineer
63,88,78,42,49,55,85,5,7,2,C/C++,HTML/CSS,Database Administrator
51,47,59,43,5,14,73,5,9,3,C/C++,HTML/CSS,UI/UX
97,83,82,70,34,51,78,7,7,0,MYSQL,C/C++,Database Administrator
28,85,67,39,11,38,61,4,2,4,Python,C/C++,Tech Support
65,95,79,72,70,86,65,5,6,4,Oracle,Javascript,Software Engineer
98,22,65,65,96,98,64,2,3,3,R,Deep Learning,DATA Scientist
35,7,93,74,10,54,71,7,6,1,Linux,Java,Software Engineer
92,84,73,40,68,86,65,7,5,3,C/C++,MYSQL,Database Administrator
80,40,49,32,14,26,75,3,4,3,Figma,HTML/CSS,UI/UX
65,12,71,43,45,78,41,6,7,1,React,Oracle,Web Developer
50,47,50,45,9,39,83,3,9,5,Javascript,Photoshop,UI/UX
6,88,77,46,45,36,59,5,7,6,GitHub,HTML/CSS,Web Developer
7,13,69,62,15,74,72,6,3,2,Linux,MYSQL,Database Administrator
75,92,78,97,65,84,76,8,5,1,Linux,Ansible,Network Engineer
57,6,17,21,11,18,70,4,10,1,Javascript,HTML/CSS,UI/UX
61,98,74,79,41,59,77,7,7,1,HTML/CSS,Angular,Database Administrator
74,51,73,88,24,83,72,7,6,3,Linux,R,DATA Scientist
50,29,42,21,10,17,59,4,7,6,GitHub,GitHub,UI/UX
32,38,57,54,24,14,77,5,10,3,Photoshop,HTML/CSS,UI/UX
23,84,92,71,39,64,83,10,7,4,HTML/CSS,Angular,Database Administrator
81,50,68,95,80,83,62,3,5,1,R,Python,Network Engineer
61,27,92,85,77,84,89,9,7,0,Javascript,MYSQL,Software Engineer
88,48,32,49,4,31,63,4,4,1,HTML/CSS,GitHub,UI/UX
30,60,79,91,3,33,80,6,6,2,Python,Ansible,Network Engineer
73,88,84,85,76,77,63,8,7,4,MYSQL,Javascript,Software Engineer
28,89,90,39,10,38,47,3,7,6,Python,Angular,Web Developer
50,16,6,33,22,27,74,5,9,3,HTML/CSS,Angular,UI/UX
95,77,70,22,22,38,61,5,5,9,HTML/CSS,Java,Tech Support
90,11,88,95,72,98,67,8,5,0,HTML/CSS,MYSQL,Software Engineer
46,91,15,46,21,30,79,2,7,6,GitHub,HTML/CSS,UI/UX
71,82,76,90,74,85,78,8,5,0,HTML/CSS,C/C++,Software Engineer
39,37,56,19,12,34,60,4,10,3,GitHub,Javascript,UI/UX
43,15,94,81,21,38,84,3,7,3,HTML/CSS,HTML/CSS,UI/UX
15,59,30,43,9,45,78,2,4,0,Python,HTML/CSS,Tech Support
93,93,77,80,78,89,62,7,6,9,Linux,BASH/SHELL,Software Engineer
87,39,70,67,80,89,67,8,5,5,Oracle,Python,Software Engineer
46,87,63,73,21,41,68,4,5,3,HTML/CSS,HTML/CSS,Database Administrator
59,69,79,10,25,55,62,6,6,6,React,GitHub,Web Developer
83,82,70,59,74,90,64,8,4,9,R,Pytorch,DATA Scientist
66,69,74,76,73,90,78,7,5,8,Oracle,HTML/CSS,Software Engineer
6,77,26,39,10,36,53,3,7,1,Node.js,Python,Tech Support
28,8,30,55,12,77,63,2,7,4,HTML/CSS,Javascript,UI/UX
24,26,78,42,33,36,52,3,9,5,HTML/CSS,Javascript,Web Developer
74,94,82,80,89,74,78,7,7,2,Linux,BASH/SHELL,Database Administrator
79,38,78,47,43,45,60,6,5,0,Python,C/C++,Database Administrator
65,82,76,77,35,51,60,7,4,1,HTML/CSS,Linux,Database Administrator
71,25,87,89,40,86,73,7,5,3,Linux,Oracle,Database Administrator
38,36,46,47,13,21,80,3,8,5,Figma,Javascript,UI/UX
69,69,16,18,4,23,80,3,6,2,Python,HTML/CSS,Tech Support
56,97,70,66,65,53,73,5,7,1,HTML/CSS,C/C++,Database Administrator
86,60,82,92,74,82,84,10,6,2,C/C++,Cisco Packet tracer,Network Engineer
95,90,48,56,72,84,74,8,7,4,Oracle,Javascript,Software Engineer
36,52,71,15,70,78,70,8,4,2,Wire Shark,Linux,Network Engineer
58,71,54,43,21,42,69,3,9,5,Javascript,GitHub,UI/UX
62,79,93,55,30,90,53,6,8,6,React,Node.js,Web Developer
73,81,92,69,51,75,65,6,7,4,Cisco Packet tracer,Java,DATA Scientist
90,86,76,82,73,84,81,7,7,6,React,Javascript,Software Engineer
93,85,83,85,81,95,75,8,6,1,Python,Oracle,Software Engineer
23,16,6,23,25,27,63,4,5,5,HTML/CSS,Java,Tech Support
38,10,33,23,37,29,65,2,9,5,Figma,C/C++,UI/UX
77,76,89,79,78,84,71,7,6,3,Python,Javascript,Software Engineer
25,40,9,6,19,31,85,4,2,0,Python,C/C++,Tech Support
42,88,81,95,49,77,53,5,7,0,Python,Linux,Database Administrator
73,81,85,86,88,66,73,6,5,1,R,Linux,Network Engineer
34,98,8,11,44,14,66,2,5,4,C/C++,HTML/CSS,Tech Support
83,45,46,99,0,34,71,1,9,4,Photoshop,GitHub,UI/UX
83,76,58,64,77,96,65,7,7,3,R,Deep Learning,DATA Scientist
34,78,36,37,86,32,67,3,7,5,HTML/CSS,Javascript,Tech Support
43,52,55,6,2,74,79,1,6,1,C/C++,Python,Tech Support
76,47,6,41,25,38,41,4,6,7,Photoshop,C/C++,UI/UX
20,89,52,33,12,17,80,4,10,0,React,GitHub,UI/UX
79,64,92,39,40,35,40,5,7,3,GitHub,GitHub,Web Developer
47,8,84,13,60,43,57,5,7,0,HTML/CSS,C/C++,Tech Support
26,25,15,58,56,43,67,5,7,4,C/C++,MYSQL,Database Administrator
23,38,45,32,0,21,77,3,7,3,Java,GitHub,UI/UX
9,73,40,64,42,32,69,3,6,7,Python,Photoshop,DATA Scientist
11,48,85,35,33,36,77,3,7,0,Python,HTML/CSS,Tech Support
10,35,53,6,9,17,60,2,6,2,C/C++,C/C++,Tech Support
88,36,59,90,73,87,72,6,6,8,Python,Java,Software Engineer
23,31,85,99,4,37,75,4,9,3,HTML/CSS,Angular,Web Developer
17,26,37,96,9,76,67,4,3,0,HTML/CSS,Cisco Packet tracer,Tech Support
82,88,80,75,72,93,89,10,7,5,Cisco Packet tracer,Angular,Software Engineer
54,6,76,54,59,27,58,3,4,6,Angular,React,Web Developer
35,91,36,21,31,47,75,4,3,3,C/C++,HTML/CSS,Database Administrator
73,76,59,65,80,86,78,8,6,3,Tensorflow,R,DATA Scientist
47,72,17,46,88,36,79,2,8,1,Node.js,HTML/CSS,UI/UX
7,32,84,48,35,34,43,4,9,2,HTML/CSS,Photoshop,Web Developer
27,54,46,38,34,20,53,4,8,5,GitHub,Figma,UI/UX
98,27,82,86,82,51,77,7,7,4,HTML/CSS,C/C++,Software Engineer
46,96,8,45,3,14,80,4,9,0,HTML/CSS,HTML/CSS,UI/UX
30,68,54,34,4,27,64,1,9,5,Javascript,Figma,UI/UX
38,42,11,23,22,35,79,2,9,1,HTML/CSS,C/C++,Tech Support
88,83,37,65,83,66,62,10,7,4,Machine Learning,R,DATA Scientist
95,77,76,89,85,98,67,7,5,5,HTML/CSS,Angular,Software Engineer
74,93,66,72,93,60,64,7,5,1,Tensorflow,HTML/CSS,DATA Scientist
91,89,80,17,84,81,74,8,7,9,Java,Pytorch,Software Engineer
55,27,81,77,71,68,62,6,6,1,Python,C/C++,Software Engineer
76,56,77,86,92,89,58,2,4,1,Deep Learning,Wire Shark,Network Engineer
8,70,17,38,10,32,69,4,9,5,GitHub,GitHub,UI/UX
25,39,6,10,13,23,62,1,6,0,HTML/CSS,Javascript,Tech Support
81,72,61,35,85,85,81,7,6,4,Linux,Tensorflow,DATA Scientist
81,40,63,68,88,86,75,8,4,1,Tensorflow,Machine Learning,DATA Scientist
71,75,70,87,83,91,73,8,7,6,MYSQL,Linux,Software Engineer
72,80,73,40,42,59,55,4,9,5,React,GitHub,Web Developer
7,70,86,27,81,38,60,4,5,1,Python,HTML/CSS,Tech Support
63,85,61,60,15,55,70,7,6,2,Oracle,Oracle,Database Administrator
25,12,9,55,24,35,67,4,8,5,GitHub,GitHub,UI/UX
35,21,87,12,63,48,87,4,6,0,HTML/CSS,HTML/CSS,Database Administrator
98,84,75,75,79,82,62,9,7,4,Angular,Node.js,Software Engineer
31,92,87,77,76,98,65,9,6,3,Python,C/C++,Software Engineer
55,85,84,26,48,35,60,4,8,4,React,HTML/CSS,Web Developer
82,50,78,98,74,80,71,6,6,3,Oracle,C/C++,Software Engineer
78,46,88,90,79,71,89,6,7,0,Ansible,Cisco Packet tracer,Network Engineer
51,83,21,27,4,28,75,1,7,8,HTML/CSS,Python,Tech Support
92,42,13,42,28,37,44,4,8,3,Photoshop,Javascript,UI/UX
28,59,77,98,46,76,84,6,7,0,BASH/SHELL,React,Network Engineer
21,32,36,65,20,48,64,4,9,3,Photoshop,HTML/CSS,UI/UX
94,86,86,98,74,58,61,7,6,0,Ansible,Python,Software Engineer
66,92,75,82,82,50,77,7,7,5,HTML/CSS,Linux,Database Administrator
57,64,82,60,45,45,60,7,9,5,React,C/C++,Web Developer
58,25,73,39,14,73,62,4,7,7,HTML/CSS,Node.js,Web Developer
99,90,81,57,52,85,60,9,6,4,HTML/CSS,C/C++,Software Engineer
36,40,75,35,14,31,81,4,5,1,C/C++,HTML/CSS,Tech Support
74,6,75,38,5,37,65,1,6,0,Java,HTML/CSS,Tech Support
17,9,59,27,18,31,65,3,4,3,Python,Java,UI/UX
67,72,65,63,40,56,75,7,3,4,C/C++,MYSQL,Database Administrator
73,76,89,90,88,75,72,7,7,4,Ansible,Wire Shark,Network Engineer
65,77,55,56,35,44,59,5,7,3,Node.js,GitHub,Web Developer
93,38,85,88,89,61,65,8,6,4,Java,HTML/CSS,Software Engineer
23,7,82,79,65,69,83,5,5,0,Python,Linux,Database Administrator
74,95,63,68,79,79,61,7,6,1,Deep Learning,R,DATA Scientist
86,6,34,63,45,61,65,6,6,3,Java,R,DATA Scientist
48,50,74,12,85,37,60,5,8,4,Python,Angular,Tech Support
37,76,92,32,18,77,75,3,7,3,C/C++,HTML/CSS,Tech Support
67,95,90,95,64,46,83,4,7,1,React,GitHub,Web Developer
69,72,81,77,82,50,87,9,7,8,React,Python,Software Engineer
30,64,74,49,0,73,74,5,7,0,HTML/CSS,C/C++,Tech Support
84,25,93,55,30,70,67,7,7,4,HTML/CSS,HTML/CSS,Database Administrator
44,31,29,30,14,35,63,1,9,4,HTML/CSS,Javascript,Tech Support
93,76,63,68,76,85,63,8,7,4,Tensorflow,Tensorflow,DATA Scientist
27,77,71,56,90,70,74,5,4,3,Tensorflow,Python,DATA Scientist
8,10,70,54,21,40,64,8,5,1,Linux,C/C++,Tech Support
70,29,90,30,29,38,50,5,6,0,Python,HTML/CSS,Tech Support
20,46,33,21,6,14,84,3,10,1,Photoshop,Javascript,UI/UX
52,87,71,59,49,67,57,5,7,1,Java,Java,Web Developer
55,92,76,77,35,34,61,5,5,0,C/C++,Oracle,Database Administrator
23,23,75,60,83,31,65,6,5,4,R,MYSQL,DATA Scientist
22,18,17,6,80,86,74,8,10,4,Cisco Packet tracer,Pytorch,DATA Scientist
72,80,72,21,85,72,65,7,4,4,Linux,Python,DATA Scientist
33,19,65,12,23,30,66,5,9,5,Javascript,HTML/CSS,UI/UX
81,50,53,67,92,68,85,7,6,4,C/C++,Pytorch,DATA Scientist
17,50,69,87,38,40,69,6,7,1,C/C++,Pytorch,Database Administrator
80,68,10,32,44,31,83,4,7,0,Angular,C/C++,Tech Support
21,83,39,45,2,36,69,4,8,5,HTML/CSS,GitHub,UI/UX
47,56,20,20,60,48,80,5,5,1,HTML/CSS,Python,Tech Support
70,72,6,38,5,31,45,6,7,1,HTML/CSS,Python,Tech Support
32,41,20,42,13,38,62,2,10,2,Python,HTML/CSS,Tech Support
56,80,76,40,38,39,50,4,9,3,GitHub,Javascript,Web Developer
82,18,6,50,13,19,59,2,7,1,Node.js,Pytorch,Web Developer
64,99,40,41,40,27,65,1,8,1,HTML/CSS,Javascript,UI/UX
35,32,71,37,12,38,58,3,5,5,Javascript,HTML/CSS,Tech Support
83,60,79,83,90,67,70,7,4,1,Python,Tensorflow,DATA Scientist
23,31,49,35,29,16,62,3,7,2,HTML/CSS,Photoshop,UI/UX
52,79,91,58,18,50,54,6,8,10,GitHub,Javascript,Web Developer
77,71,78,67,70,84,61,8,6,7,Linux,Angular,Software Engineer
58,58,32,83,21,48,42,3,9,1,HTML/CSS,Oracle,UI/UX
74,68,85,97,80,14,81,7,6,1,Linux,Oracle,Network Engineer
93,53,70,58,98,70,60,7,6,0,Pytorch,Python,DATA Scientist
68,20,25,46,37,36,55,7,8,0,GitHub,HTML/CSS,Web Developer
60,89,36,49,86,37,77,3,10,3,Photoshop,Node.js,UI/UX
92,88,74,58,84,85,63,10,5,7,Oracle,MYSQL,Software Engineer
41,35,15,10,35,31,57,1,7,5,HTML/CSS,Java,UI/UX
78,82,72,99,64,50,65,9,7,4,Photoshop,MYSQL,Software Engineer
41,25,92,57,89,71,73,3,7,1,C/C++,Python,Software Engineer
73,82,74,79,81,90,74,8,7,6,Linux,MYSQL,Software Engineer
67,85,88,83,45,56,75,5,7,1,C/C++,Oracle,Database Administrator
35,91,80,81,42,38,79,5,6,0,HTML/CSS,Java,Tech Support
62,70,79,55,57,42,45,6,6,4,Python,MYSQL,Web Developer
32,6,80,79,71,88,82,3,5,0,Oracle,Oracle,Network Engineer
87,60,46,25,93,25,63,7,4,5,C/C++,Deep Learning,DATA Scientist
54,88,74,42,43,48,57,5,10,9,Javascript,GitHub,Web Developer
81,88,70,72,82,95,85,8,6,4,Pytorch,Linux,Software Engineer
69,28,32,60,85,70,61,7,7,4,HTML/CSS,HTML/CSS,Database Administrator
24,24,82,49,15,17,52,6,7,0,HTML/CSS,C/C++,Tech Support
31,73,55,60,68,37,80,4,9,8,Angular,HTML/CSS,UI/UX
63,82,81,81,22,30,84,7,6,5,GitHub,HTML/CSS,Database Administrator
88,31,85,80,80,98,67,9,6,0,MYSQL,BASH/SHELL,Software Engineer
51,98,73,59,33,33,64,4,8,6,HTML/CSS,HTML/CSS,Web Developer
65,96,65,55,40,25,61,3,5,10,HTML/CSS,C/C++,Tech Support
30,14,83,42,39,35,52,3,8,5,Node.js,HTML/CSS,Web Developer
25,70,6,56,17,39,71,5,4,1,GitHub,C/C++,Tech Support
74,58,77,25,73,65,78,6,5,0,Linux,Python,Network Engineer
22,40,36,22,10,69,84,3,10,5,Photoshop,HTML/CSS,UI/UX
56,20,91,53,32,36,59,3,10,7,GitHub,GitHub,Web Developer
47,19,74,22,3,20,67,3,4,7,HTML/CSS,HTML/CSS,Tech Support
6,10,68,63,51,75,70,7,6,1,Python,HTML/CSS,Database Administrator
42,79,92,60,10,81,87,3,5,3,C/C++,HTML/CSS,Database Administrator
37,19,82,73,74,95,61,8,6,2,Linux,C/C++,Software Engineer
87,49,42,41,0,44,70,4,8,2,Photoshop,Javascript,UI/UX
74,90,71,85,46,63,86,7,4,1,Linux,Ansible,Database Administrator
99,94,85,57,78,83,68,9,6,6,Angular,C/C++,Software Engineer
81,50,76,90,83,58,80,7,6,0,Python,Ansible,Network Engineer
62,6,84,85,34,35,59,5,7,0,Angular,HTML/CSS,Web Developer
35,29,82,58,77,89,69,5,6,8,C/C++,HTML/CSS,Software Engineer
76,94,79,74,47,41,82,5,5,3,Linux,C/C++,Database Administrator
25,96,6,31,5,46,87,1,6,1,HTML/CSS,Python,Tech Support
88,76,83,91,77,85,76,8,6,2,Oracle,HTML/CSS,Network Engineer
47,91,84,67,42,49,77,4,6,3,Oracle,Java,Database Administrator
57,70,77,61,43,47,68,6,7,10,MYSQL,Linux,Database Administrator
83,59,46,86,77,70,88,8,6,2,Python,Cisco Packet tracer,Network Engineer
24,38,56,37,13,18,60,1,10,5,GitHub,Java,UI/UX
21,6,14,83,18,65,63,3,4,0,HTML/CSS,C/C++,Tech Support
33,97,63,79,79,80,71,9,7,3,R,Javascript,Software Engineer
82,74,63,63,91,85,64,9,7,3,Python,Deep Learning,DATA Scientist
81,71,62,60,91,71,64,8,5,4,Machine Learning,R,DATA Scientist
63,84,79,79,94,76,60,9,6,2,Python,Tensorflow,DATA Scientist
71,97,71,83,66,69,89,5,6,1,Python,C/C++,Database Administrator
16,39,35,39,30,28,55,3,7,5,Figma,Photoshop,UI/UX
17,18,25,37,19,18,64,2,5,0,C/C++,HTML/CSS,Tech Support
47,6,78,52,94,83,72,9,5,0,Oracle,Pytorch,DATA Scientist
43,98,72,38,24,36,63,4,9,4,GitHub,HTML/CSS,UI/UX
52,72,72,57,33,32,55,4,8,9,Photoshop,GitHub,Web Developer
92,46,81,97,65,84,76,8,5,1,C/C++,Linux,Software Engineer
75,90,64,51,70,79,63,6,6,2,HTML/CSS,Linux,DATA Scientist
85,6,57,54,74,62,68,7,4,1,R,Machine Learning,DATA Scientist
21,34,60,44,7,19,79,2,9,4,HTML/CSS,GitHub,UI/UX
65,96,77,84,40,52,60,3,6,1,C/C++,Javascript,Database Administrator
98,85,63,57,91,91,64,8,7,6,Javascript,Angular,DATA Scientist
81,58,18,12,82,66,75,7,4,5,Python,R,DATA Scientist
67,75,43,48,33,25,69,3,10,3,Javascript,HTML/CSS,UI/UX
55,62,93,59,10,30,40,4,8,1,GitHub,Node.js,Web Developer
