DSA,DBMS,OS,CN,Mathmetics,Aptitute,Comm,Problem Solving,Creative,Hackathons,Skill 1,Skill 2,Profile
94,86,66,79,41,50,72,7,6,2,Linux,Linux,Database Administrator
50,46,22,42,11,30,61,3,2,1,Python,Java,Tech Support
83,9,71,77,71,85,78,8,5,1,Wire Shark,Oracle,Network Engineer
83,81,85,67,73,42,77,5,5,3,Python,Oracle,Database Administrator
35,82,83,78,37,14,81,4,10,3,HTML/CSS,HTML/CSS,UI/UX
33,82,75,65,94,66,63,7,4,3,Oracle,Oracle,Database Administrator
12,55,43,32,15,23,68,1,6,1,HTML/CSS,Figma,UI/UX
61,89,67,67,41,32,65,6,6,0,C/C++,HTML/CSS,Database Administrator
77,62,87,92,83,70,78,7,6,0,Python,Ansible,Network Engineer
86,23,78,86,76,86,88,5,5,0,Python,Linux,Network Engineer
24,58,60,66,10,77,87,6,6,1,Python,BASH/SHELL,Network Engineer
69,84,69,62,97,47,58,6,7,1,Oracle,C/C++,Database Administrator
34,48,92,58,23,15,54,3,10,5,GitHub,Photoshop,UI/UX
55,77,71,58,84,62,68,9,4,3,React,Python,DATA Scientist
35,89,82,77,31,35,58,4,7,4,Angular,Javascript,Web Developer
82,41,29,86,74,54,63,5,5,0,HTML/CSS,Ansible,Network Engineer
93,55,93,87,5,35,80,5,2,1,Python,C/C++,Tech Support
45,88,53,64,78,74,74,9,4,1,R,Deep Learning,DATA Scientist
34,6,29,11,25,35,75,3,8,5,Figma,HTML/CSS,UI/UX
14,11,6,37,88,40,71,8,5,1,Python,Java,Tech Support
65,97,94,61,36,35,59,4,7,10,HTML/CSS,Angular,Web Developer
89,86,73,42,71,80,43,6,7,5,React,R,Web Developer
64,81,70,34,43,36,42,5,4,0,C/C++,HTML/CSS,Web Developer
73,62,77,95,81,73,83,5,6,0,BASH/SHELL,Python,Network Engineer
19,84,28,22,31,27,78,4,2,1,Python,Java,Tech Support
50,80,44,49,35,30,44,3,8,10,GitHub,Node.js,Web Developer
20,86,88,62,96,45,42,6,9,2,HTML/CSS,HTML/CSS,Web Developer
63,71,71,66,48,64,62,5,4,2,C/C++,C/C++,Database Administrator
47,49,90,32,26,39,51,2,6,1,Javascript,Java,Tech Support
84,93,79,95,64,73,65,7,6,2,C/C++,C/C++,Network Engineer
76,63,77,74,64,73,78,4,4,0,HTML/CSS,Ansible,Database Administrator
20,86,80,71,77,44,75,3,7,5,React,Javascript,Web Developer
25,14,41,34,74,65,81,1,5,3,HTML/CSS,Photoshop,UI/UX
9,92,85,77,56,38,65,4,6,4,HTML/CSS,C/C++,Software Engineer
60,83,87,78,31,47,70,4,8,3,Javascript,Linux,Database Administrator
74,77,84,87,77,84,72,5,5,2,Python,Linux,Network Engineer
6,22,23,24,2,25,71,4,4,3,Python,HTML/CSS,Tech Support
90,50,85,74,72,74,72,7,6,2,Ansible,BASH/SHELL,Network Engineer
33,25,9,51,30,42,51,6,5,0,C/C++,Linux,Database Administrator
85,62,77,82,72,82,70,8,5,1,React,Python,Network Engineer
56,97,17,49,40,33,76,3,8,5,C/C++,HTML/CSS,Web Developer
46,73,83,87,90,30,57,5,7,8,HTML/CSS,Javascript,Web Developer
91,91,89,75,77,81,74,7,7,3,Oracle,C/C++,Database Administrator
49,93,88,7,40,50,54,6,8,1,Python,HTML/CSS,Web Developer
75,6,63,36,15,39,74,5,7,5,HTML/CSS,Java,Web Developer
68,55,84,84,44,36,82,4,6,3,Javascript,Java,Web Developer
55,75,67,41,36,30,59,5,8,5,React,Javascript,Web Developer
6,18,84,82,29,25,61,5,6,4,HTML/CSS,Linux,Tech Support
75,72,90,65,91,73,73,8,7,2,Tensorflow,Python,DATA Scientist
22,76,86,29,3,20,89,1,6,4,HTML/CSS,GitHub,UI/UX
61,83,60,60,92,41,69,9,5,4,Machine Learning,MYSQL,Database Administrator
27,39,36,64,48,71,68,7,4,1,Python,Python,Database Administrator
91,42,77,77,77,83,77,10,5,3,Python,Oracle,Software Engineer
83,63,69,90,65,62,72,5,5,2,Linux,Pytorch,Network Engineer
54,47,87,83,30,82,84,5,7,0,C/C++,HTML/CSS,Database Administrator
42,55,6,63,88,72,77,6,5,0,Python,Machine Learning,Network Engineer
6,6,85,83,77,89,74,7,6,2,Linux,C/C++,Software Engineer
61,83,73,82,27,53,59,5,7,7,HTML/CSS,Angular,Web Developer
51,91,49,60,39,61,72,7,6,3,HTML/CSS,Linux,Database Administrator
88,91,76,71,65,34,85,5,5,0,Java,HTML/CSS,Database Administrator
52,31,60,39,3,33,74,3,9,4,Photoshop,GitHub,UI/UX
72,56,56,96,72,80,71,9,6,3,R,Python,Network Engineer
83,21,83,32,84,31,71,5,7,0,C/C++,Javascript,Tech Support
25,37,15,56,11,30,83,4,8,3,HTML/CSS,C/C++,Tech Support
10,27,16,19,64,18,63,4,5,0,C/C++,Java,Tech Support
38,82,81,74,71,97,88,7,6,0,Angular,R,Software Engineer
8,39,6,34,26,33,70,3,8,5,Java,Java,Tech Support
83,69,31,93,81,77,87,5,6,2,Oracle,Linux,Network Engineer
6,17,24,43,15,32,60,5,7,1,C/C++,C/C++,Tech Support
53,35,86,67,26,14,40,3,9,4,Figma,Javascript,UI/UX
62,56,53,87,83,69,80,5,5,0,Python,BASH/SHELL,Network Engineer
50,97,78,75,61,66,85,7,4,1,Python,MYSQL,Database Administrator
77,93,80,24,88,50,83,8,7,2,HTML/CSS,C/C++,Software Engineer
6,89,89,57,50,64,88,9,6,6,Java,C/C++,Software Engineer
42,23,79,76,62,60,75,8,5,0,HTML/CSS,Oracle,Software Engineer
73,47,83,86,70,81,81,5,5,2,Python,Python,Network Engineer
78,89,37,76,78,85,70,10,5,1,C/C++,Python,DATA Scientist
72,93,93,6,45,68,74,7,6,0,MYSQL,Python,Database Administrator
31,63,77,82,61,48,86,5,5,0,MYSQL,Python,Network Engineer
63,85,92,52,41,45,45,5,8,6,Angular,GitHub,Web Developer
50,83,80,60,49,73,75,5,4,1,HTML/CSS,Deep Learning,Database Administrator
24,19,58,32,26,25,74,1,5,4,HTML/CSS,Figma,UI/UX
50,46,68,45,35,30,54,3,8,6,GitHub,Angular,Web Developer
90,73,69,14,45,70,79,6,7,2,C/C++,Pytorch,Database Administrator
72,38,78,91,85,84,62,7,6,5,Python,Linux,DATA Scientist
71,54,92,93,84,76,73,6,4,0,Oracle,Python,Network Engineer
33,48,64,24,14,14,66,5,4,0,HTML/CSS,Java,Tech Support
17,13,11,37,3,38,72,4,6,1,C/C++,HTML/CSS,Tech Support
61,27,78,57,15,38,42,10,7,5,HTML/CSS,Angular,Web Developer
54,97,80,85,8,53,79,5,6,1,C/C++,Linux,Tech Support
36,26,63,62,93,56,82,4,7,2,Python,BASH/SHELL,Database Administrator
6,10,73,36,29,29,69,5,4,1,Python,HTML/CSS,Tech Support
81,52,79,60,45,85,73,5,7,1,Oracle,HTML/CSS,Network Engineer
69,50,73,71,97,47,82,8,7,3,Node.js,Figma,Web Developer
80,91,14,68,98,75,61,8,5,0,Python,HTML/CSS,Database Administrator
85,80,57,55,78,74,71,5,6,2,R,Deep Learning,DATA Scientist
10,13,69,42,18,33,65,1,7,3,GitHub,HTML/CSS,UI/UX
62,76,73,63,80,77,75,7,7,0,C/C++,Tensorflow,Database Administrator
18,93,24,22,3,38,77,3,6,5,C/C++,C/C++,Tech Support
74,93,59,60,77,82,74,6,5,1,Tensorflow,Cisco Packet tracer,Software Engineer
67,93,83,67,48,62,68,5,5,1,C/C++,Linux,Database Administrator
54,93,85,69,98,63,90,10,4,0,Ansible,MYSQL,Database Administrator
31,89,86,85,75,84,73,10,6,5,Linux,MYSQL,Software Engineer
70,59,77,87,74,70,73,7,5,2,Python,BASH/SHELL,Network Engineer
87,20,67,43,80,81,72,7,6,0,Tensorflow,Linux,Network Engineer
81,94,80,88,73,82,86,7,6,3,Linux,C/C++,Software Engineer
21,56,83,33,29,22,66,1,3,1,Python,Linux,Tech Support
29,32,36,39,8,28,68,1,5,0,HTML/CSS,Java,Tech Support
51,80,71,58,41,44,43,3,7,6,React,HTML/CSS,Web Developer
13,56,47,49,3,30,53,4,10,1,Angular,Figma,Tech Support
80,83,88,79,71,84,85,7,6,0,Linux,Linux,Software Engineer
80,75,33,20,8,27,73,4,10,1,Photoshop,HTML/CSS,UI/UX
57,82,86,72,44,60,62,6,4,0,Python,Oracle,Database Administrator
98,85,76,56,72,61,63,8,5,1,Python,Pytorch,DATA Scientist
26,22,20,9,1,22,78,2,5,0,Python,Java,Tech Support
81,26,56,42,30,26,80,3,9,6,HTML/CSS,HTML/CSS,UI/UX
65,85,42,60,15,66,73,5,5,3,Python,HTML/CSS,Database Administrator
57,88,80,55,33,74,77,6,7,8,MYSQL,HTML/CSS,Web Developer
81,42,75,89,80,78,70,6,7,1,React,MYSQL,Network Engineer
87,76,82,80,70,85,62,7,5,5,Linux,Python,Software Engineer
95,82,79,77,78,80,70,7,5,2,Linux,Oracle,Software Engineer
38,75,58,63,85,60,64,6,5,1,Python,Pytorch,DATA Scientist
62,52,86,88,88,74,62,6,7,0,Linux,Ansible,Network Engineer
17,17,11,32,4,14,65,3,5,1,Python,C/C++,Tech Support
64,93,75,76,46,63,70,6,4,0,C/C++,Linux,Database Administrator
21,85,30,75,51,54,83,5,3,2,C/C++,Java,Database Administrator
96,82,60,34,71,87,74,7,4,1,C/C++,Python,Software Engineer
43,79,55,61,68,77,62,8,6,4,Tensorflow,C/C++,DATA Scientist
85,28,80,92,74,80,83,6,7,2,Wire Shark,Linux,Network Engineer
58,84,83,87,26,51,64,7,6,7,HTML/CSS,Linux,Database Administrator
88,84,93,78,70,72,43,8,7,3,Linux,Ansible,Network Engineer
64,38,56,60,77,60,84,6,7,1,Angular,Wire Shark,Network Engineer
72,86,60,62,46,45,89,6,3,2,Oracle,Tensorflow,Database Administrator
47,13,58,15,73,33,79,1,5,1,Python,Java,Tech Support
61,89,76,79,12,50,72,6,5,7,Linux,Linux,Database Administrator
24,97,85,80,79,29,80,5,8,0,HTML/CSS,C/C++,Tech Support
56,53,80,99,67,54,80,10,4,0,Ansible,Linux,Network Engineer
46,81,93,56,45,14,56,3,8,7,HTML/CSS,Node.js,Web Developer
83,27,86,76,83,75,81,6,5,2,Linux,Python,Network Engineer
56,93,89,84,77,82,85,7,6,1,Linux,Machine Learning,Network Engineer
32,15,90,61,11,33,72,4,5,2,C/C++,Linux,Tech Support
72,40,80,49,94,72,70,7,5,0,Cisco Packet tracer,Oracle,Network Engineer
81,91,50,97,43,72,80,5,4,0,Python,Ansible,Network Engineer
18,6,58,42,35,20,62,2,9,4,Python,HTML/CSS,UI/UX
80,83,50,29,91,42,62,6,5,1,Deep Learning,Java,DATA Scientist
62,75,58,65,91,67,66,7,5,3,Python,Tensorflow,DATA Scientist
92,71,66,68,88,63,64,10,5,4,Python,Machine Learning,DATA Scientist
67,88,66,39,28,37,75,2,10,5,Javascript,Javascript,UI/UX
86,89,87,90,78,83,79,6,6,2,Python,Oracle,Network Engineer
10,6,13,21,11,35,81,4,8,3,HTML/CSS,HTML/CSS,Tech Support
34,99,88,92,8,36,52,4,7,1,HTML/CSS,Linux,Database Administrator
33,10,83,49,21,70,51,2,5,3,Python,Java,UI/UX
82,76,61,38,70,82,76,8,6,3,HTML/CSS,React,Software Engineer
78,54,84,87,77,81,80,7,5,4,MYSQL,BASH/SHELL,Software Engineer
96,72,81,79,70,94,76,8,5,2,Python,Linux,Software Engineer
56,60,79,99,40,83,82,8,5,0,C/C++,Python,Network Engineer
89,55,70,70,70,84,76,6,6,2,Cisco Packet tracer,BASH/SHELL,Network Engineer
47,20,58,10,50,35,79,1,5,1,Tensorflow,R,Tech Support
76,73,66,65,18,62,62,9,6,3,Deep Learning,Java,DATA Scientist
54,70,61,53,90,33,80,4,4,1,GitHub,Python,Web Developer
58,67,76,42,34,38,49,6,7,5,GitHub,Angular,Web Developer
64,83,76,71,54,58,74,5,4,1,Oracle,MYSQL,Database Administrator
68,98,79,31,37,39,67,5,7,5,GitHub,GitHub,Web Developer
43,36,13,6,0,14,89,3,5,5,Python,GitHub,Tech Support
68,95,34,68,48,50,66,6,6,1,HTML/CSS,Oracle,Database Administrator
74,84,55,65,81,84,69,6,6,2,Oracle,Pytorch,DATA Scientist
81,71,92,59,85,65,75,7,5,1,Deep Learning,R,DATA Scientist
84,77,79,89,72,98,71,7,5,4,Angular,MYSQL,Software Engineer
78,96,77,69,87,66,72,9,7,2,C/C++,Python,Software Engineer
41,37,88,82,34,48,51,4,7,3,Node.js,GitHub,UI/UX
89,36,37,49,11,22,57,4,9,5,React,GitHub,UI/UX
62,84,69,51,37,41,52,5,7,1,React,GitHub,Web Developer
53,47,69,44,97,73,90,6,5,0,Oracle,Linux,Database Administrator
65,91,91,72,34,36,67,1,7,6,GitHub,HTML/CSS,Web Developer
84,89,92,57,49,56,62,6,5,1,BASH/SHELL,MYSQL,Database Administrator
49,20,58,9,90,31,74,6,6,0,HTML/CSS,C/C++,Tech Support
32,33,34,28,5,34,84,4,9,3,GitHub,HTML/CSS,UI/UX
95,79,77,69,78,68,77,7,5,2,Linux,Tensorflow,DATA Scientist
72,47,57,75,71,94,79,8,7,0,HTML/CSS,Photoshop,Software Engineer
82,89,80,78,80,63,74,9,6,0,Linux,Linux,Software Engineer
15,62,78,89,71,93,76,7,6,1,Linux,Python,Network Engineer
34,43,7,9,9,18,73,1,3,1,C/C++,HTML/CSS,Tech Support
59,80,70,62,88,62,67,8,5,3,C/C++,Python,Database Administrator
10,83,68,54,11,35,66,5,9,4,GitHub,HTML/CSS,Web Developer
76,46,44,75,31,83,71,7,5,0,Linux,C/C++,Software Engineer
39,23,10,33,23,33,40,5,8,3,HTML/CSS,HTML/CSS,UI/UX
8,70,27,27,12,30,68,10,5,1,Python,HTML/CSS,Tech Support
97,97,87,61,48,84,72,5,5,0,MYSQL,Oracle,Database Administrator
89,81,94,75,75,88,74,8,5,4,HTML/CSS,Python,Software Engineer
48,94,49,37,29,27,89,4,10,3,HTML/CSS,Figma,UI/UX
40,58,24,26,26,15,80,3,10,0,Photoshop,Java,Tech Support
97,82,56,68,85,64,76,9,5,3,Linux,Python,DATA Scientist
86,84,71,87,71,88,73,8,5,10,C/C++,Java,Software Engineer
73,75,72,65,98,85,71,6,5,2,Python,Pytorch,DATA Scientist
14,82,84,34,13,47,50,4,7,5,HTML/CSS,Linux,Web Developer
86,79,87,77,78,91,67,8,6,6,Python,Javascript,Software Engineer
55,80,75,59,67,43,47,4,9,9,Angular,Angular,Web Developer
57,74,39,49,44,33,89,4,7,5,HTML/CSS,HTML/CSS,Web Developer
68,76,55,57,83,60,72,6,7,3,MYSQL,Pytorch,DATA Scientist
72,91,60,88,85,87,60,8,6,3,Python,Wire Shark,DATA Scientist
25,89,86,20,35,35,64,3,8,4,GitHub,Javascript,Web Developer
34,57,82,89,76,43,79,5,6,0,C/C++,Python,Network Engineer
50,92,43,50,45,53,72,4,8,3,HTML/CSS,HTML/CSS,Database Administrator
66,44,57,20,26,53,70,7,5,1,Python,HTML/CSS,Tech Support
64,84,84,76,34,51,78,5,7,0,MYSQL,HTML/CSS,Web Developer
81,85,65,63,85,71,72,9,6,2,Deep Learning,Tensorflow,DATA Scientist
23,6,78,63,53,47,62,3,4,0,HTML/CSS,HTML/CSS,Database Administrator
63,6,87,87,41,79,89,6,7,3,Python,Linux,Database Administrator
65,50,77,94,87,53,81,6,7,0,C/C++,Linux,Network Engineer
74,92,77,80,67,48,76,5,5,0,HTML/CSS,Python,Database Administrator
83,60,88,84,73,73,82,6,6,0,C/C++,Wire Shark,Network Engineer
87,33,88,61,95,80,61,10,6,0,Linux,Deep Learning,Database Administrator
22,17,33,27,8,35,70,2,9,4,Photoshop,HTML/CSS,UI/UX
82,72,55,60,89,74,70,7,4,1,R,Deep Learning,DATA Scientist
94,77,69,77,81,83,83,7,6,3,Python,MYSQL,Software Engineer
6,12,34,19,14,21,78,5,6,4,HTML/CSS,Node.js,UI/UX
88,24,63,57,97,88,74,7,7,4,Javascript,React,DATA Scientist
86,60,78,53,44,78,74,5,6,1,Oracle,Linux,Database Administrator
29,10,76,66,49,67,68,4,5,1,Oracle,C/C++,Database Administrator
44,56,82,58,4,27,80,3,7,1,Javascript,GitHub,UI/UX
77,9,92,21,34,49,57,5,4,0,Python,HTML/CSS,Tech Support
62,82,78,50,28,45,86,5,8,4,HTML/CSS,HTML/CSS,Web Developer
6,6,20,25,28,40,44,2,9,8,GitHub,Javascript,UI/UX
50,80,87,22,48,36,61,3,7,3,C/C++,HTML/CSS,Web Developer
30,46,6,22,64,33,76,1,4,0,Python,Java,Tech Support
80,46,61,99,40,64,67,5,5,3,Oracle,Linux,Database Administrator
15,7,17,16,24,31,64,2,5,1,Python,Java,Tech Support
84,75,86,89,70,89,75,8,7,4,Linux,Tensorflow,Software Engineer
83,79,51,66,98,69,61,5,6,1,Pytorch,Tensorflow,DATA Scientist
51,81,90,35,20,40,57,4,9,5,GitHub,HTML/CSS,Web Developer
58,70,53,40,19,31,45,4,8,3,HTML/CSS,HTML/CSS,Web Developer
60,97,76,78,4,71,73,7,3,3,Oracle,HTML/CSS,Database Administrator
74,88,77,63,92,82,67,5,5,3,Python,Python,DATA Scientist
33,78,42,65,83,60,82,7,7,3,Linux,Deep Learning,Database Administrator
81,81,67,66,82,60,72,7,7,4,R,Python,DATA Scientist
51,77,92,63,23,48,78,5,5,1,GitHub,Javascript,Web Developer
32,51,76,99,84,44,74,5,6,0,Python,HTML/CSS,Network Engineer
79,63,51,99,73,78,80,8,4,2,Python,Python,Network Engineer
78,99,52,50,29,44,74,3,8,1,HTML/CSS,HTML/CSS,Web Developer
41,75,81,89,78,85,71,8,7,8,Oracle,Javascript,Software Engineer
85,72,65,50,45,53,61,6,6,2,Tensorflow,Pytorch,DATA Scientist
98,77,88,79,60,88,74,7,6,0,C/C++,Linux,Network Engineer
94,12,72,84,73,98,65,10,6,1,Ansible,Python,Software Engineer
83,80,58,62,95,60,80,7,5,4,Pytorch,Oracle,DATA Scientist
17,50,28,21,23,14,84,2,5,5,Photoshop,HTML/CSS,UI/UX
98,66,18,81,43,45,61,5,6,1,Python,Linux,Network Engineer
97,85,85,83,77,89,62,9,6,2,R,Python,Software Engineer
44,59,92,6,35,37,89,4,9,4,GitHub,Javascript,UI/UX
23,89,93,33,16,45,50,1,6,1,C/C++,Java,Tech Support
32,72,93,54,98,62,69,6,6,3,React,Angular,DATA Scientist
83,58,73,92,79,73,78,7,5,2,Ansible,Python,Network Engineer
7,15,42,40,29,33,40,3,8,1,HTML/CSS,GitHub,UI/UX
65,80,72,60,46,65,70,6,7,1,MYSQL,HTML/CSS,Database Administrator
85,82,82,78,85,50,62,6,6,7,Linux,Oracle,Software Engineer
68,99,90,68,80,52,58,6,3,2,Python,Oracle,Database Administrator
65,83,68,51,35,33,81,3,9,5,GitHub,HTML/CSS,Web Developer
15,23,31,38,1,19,77,5,9,3,GitHub,Photoshop,UI/UX
52,85,84,67,74,80,83,6,9,7,Angular,Node.js,Web Developer
7,20,35,26,3,26,86,3,5,0,Java,Python,Tech Support
31,11,77,38,89,31,67,4,4,1,Python,C/C++,Tech Support
58,95,78,41,61,67,40,5,6,0,Oracle,HTML/CSS,Database Administrator
76,25,82,65,59,71,89,7,6,1,Linux,Machine Learning,Network Engineer
30,80,71,86,11,62,75,5,7,1,GitHub,Java,Database Administrator
84,67,89,73,80,89,82,5,6,0,Python,Linux,Network Engineer
26,70,15,22,16,37,88,3,7,0,Python,HTML/CSS,Tech Support
27,62,82,89,6,15,73,5,4,1,Photoshop,HTML/CSS,Tech Support
32,60,11,93,64,55,72,3,6,1,Python,Ansible,Network Engineer
61,75,82,59,10,60,67,6,6,1,Python,C/C++,Database Administrator
66,6,8,74,61,71,78,7,6,2,Oracle,MYSQL,Database Administrator
88,71,60,69,95,83,64,8,5,4,Deep Learning,Python,DATA Scientist
78,92,87,99,64,65,80,8,6,1,HTML/CSS,C/C++,Network Engineer
68,98,75,72,33,63,76,7,7,1,Linux,Linux,Database Administrator
45,41,22,44,9,30,75,4,10,1,C/C++,Figma,UI/UX
7,32,44,40,78,78,67,7,6,3,Python,Python,Software Engineer
21,36,46,67,40,49,83,2,6,0,HTML/CSS,C/C++,Tech Support
79,76,89,70,70,71,70,6,7,2,Python,Linux,Database Administrator
89,79,82,88,80,81,76,6,6,3,Python,Linux,Network Engineer
19,28,56,67,85,79,67,7,7,1,Figma,R,DATA Scientist
87,71,34,67,90,98,74,8,7,4,R,Deep Learning,DATA Scientist
56,80,58,39,33,31,81,6,7,5,GitHub,Figma,Web Developer
50,80,80,47,25,55,80,5,4,10,Python,Java,Database Administrator
25,18,6,44,22,26,59,1,7,0,HTML/CSS,HTML/CSS,Tech Support
98,98,89,26,48,84,59,5,7,3,MYSQL,HTML/CSS,Web Developer
53,88,61,60,45,50,64,5,5,1,Oracle,Linux,Database Administrator
87,98,84,80,3,64,73,7,3,3,C/C++,Python,Database Administrator
67,77,27,71,45,50,79,6,3,0,Oracle,Linux,Database Administrator
30,70,56,80,90,73,74,9,4,1,Python,Deep Learning,DATA Scientist
14,76,72,80,56,61,66,8,5,1,HTML/CSS,MYSQL,Database Administrator
14,15,51,43,21,24,74,3,6,4,HTML/CSS,Javascript,UI/UX
74,83,73,74,55,77,68,6,5,1,React,MYSQL,Database Administrator
55,95,94,33,3,36,64,2,5,6,Javascript,HTML/CSS,Web Developer
7,46,75,96,97,57,76,7,6,3,Python,Java,Software Engineer
88,76,62,71,24,64,68,6,6,2,Pytorch,Deep Learning,DATA Scientist
79,63,70,73,55,51,78,10,7,2,C/C++,Oracle,Database Administrator
70,61,88,83,70,90,74,7,6,2,Ansible,Tensorflow,Network Engineer
42,78,90,52,5,36,75,3,7,5,Angular,Javascript,UI/UX
82,87,81,88,38,85,62,7,6,4,Angular,MYSQL,Software Engineer
54,76,80,64,80,80,71,9,7,1,Python,MYSQL,DATA Scientist
90,98,84,25,4,35,83,4,8,0,React,C/C++,Tech Support
65,74,68,56,37,80,61,6,7,3,GitHub,HTML/CSS,Web Developer
56,85,93,53,41,30,44,4,7,10,Node.js,HTML/CSS,Web Developer
70,64,89,87,81,80,84,7,6,1,Python,Ansible,Network Engineer
89,49,88,66,71,86,83,7,6,4,Python,Linux,Network Engineer
89,82,84,87,71,98,68,8,5,8,React,Javascript,Software Engineer
48,68,36,26,19,18,67,1,8,0,HTML/CSS,Photoshop,UI/UX
97,97,78,69,56,79,75,7,3,3,Oracle,Linux,Database Administrator
70,49,73,77,77,61,78,7,3,4,Oracle,C/C++,Software Engineer
30,23,51,39,4,61,61,9,5,1,Python,R,DATA Scientist
88,72,54,54,91,62,77,8,6,8,R,R,DATA Scientist
53,94,68,62,45,61,68,4,7,1,C/C++,Oracle,Database Administrator
27,30,24,60,23,48,72,5,5,0,Python,Python,Tech Support
33,25,19,39,56,20,74,2,6,1,Python,Java,Tech Support
50,94,57,65,78,60,75,6,4,2,Deep Learning,Deep Learning,DATA Scientist
94,74,79,87,88,80,62,6,7,3,Linux,Tensorflow,Software Engineer
76,70,72,76,88,82,67,10,7,4,Angular,Python,Software Engineer
75,92,83,54,44,33,56,4,9,5,GitHub,Angular,Web Developer
74,90,82,77,76,60,70,5,3,1,C/C++,Oracle,Database Administrator
35,12,60,35,21,30,43,4,9,7,Figma,HTML/CSS,Web Developer
81,78,30,33,25,21,67,2,10,3,GitHub,HTML/CSS,UI/UX
45,32,37,20,8,37,80,4,8,5,Photoshop,Figma,UI/UX
89,90,68,90,86,85,75,7,6,0,Python,Python,Network Engineer
78,72,62,67,52,62,67,7,6,3,Deep Learning,Deep Learning,DATA Scientist
80,70,76,94,74,75,69,6,4,1,Python,Cisco Packet tracer,Network Engineer
50,93,71,58,69,54,82,5,5,2,MYSQL,Oracle,Database Administrator
85,60,71,96,82,86,84,8,6,4,Tensorflow,Python,Network Engineer
72,87,70,79,3,53,72,5,5,1,Oracle,HTML/CSS,Database Administrator
85,56,72,94,71,65,81,7,4,3,Linux,Linux,Network Engineer
74,76,43,86,73,88,85,9,6,3,Python,GitHub,DATA Scientist
71,92,78,86,77,56,73,8,6,0,Python,Linux,Database Administrator
23,20,25,12,6,38,80,3,3,0,C/C++,Python,Tech Support
72,89,93,72,84,82,64,6,4,4,R,GitHub,DATA Scientist
58,36,63,69,81,81,77,7,5,4,HTML/CSS,MYSQL,DATA Scientist
88,19,13,66,54,75,73,7,5,1,Python,Tensorflow,DATA Scientist
6,89,72,72,81,85,65,7,7,4,MYSQL,C/C++,Software Engineer
62,36,39,75,14,29,57,4,4,0,HTML/CSS,Oracle,Tech Support
84,71,87,89,77,81,76,9,6,4,Java,Linux,Software Engineer
78,6,61,56,85,74,87,7,5,1,Pytorch,Tensorflow,DATA Scientist
80,71,92,65,98,67,71,9,5,2,Deep Learning,Deep Learning,DATA Scientist
11,6,64,25,17,31,51,1,2,1,HTML/CSS,Java,Tech Support
87,73,84,57,90,50,77,6,6,2,HTML/CSS,Pytorch,Software Engineer
57,88,82,77,40,50,43,4,7,3,HTML/CSS,Linux,Database Administrator
75,91,40,75,81,86,73,9,7,1,Ansible,Angular,Software Engineer
87,18,85,80,52,85,77,7,6,0,C/C++,Pytorch,Software Engineer
7,78,59,66,17,71,68,5,7,2,Deep Learning,R,DATA Scientist
8,87,72,52,46,76,72,7,5,1,Deep Learning,Oracle,Database Administrator
93,82,83,72,65,86,63,10,5,2,Python,Linux,Software Engineer
38,6,64,6,12,14,74,4,7,4,GitHub,Javascript,Web Developer
97,90,88,16,79,83,77,9,5,1,Python,Linux,Network Engineer
11,26,22,31,14,33,54,4,9,4,HTML/CSS,GitHub,UI/UX
77,82,70,97,57,62,69,7,7,4,HTML/CSS,Javascript,Software Engineer
41,87,57,55,50,65,83,7,5,2,Python,Linux,DATA Scientist
11,42,9,14,25,14,65,5,8,5,C/C++,C/C++,Tech Support
92,85,73,69,68,68,62,9,7,3,Python,R,DATA Scientist
60,97,82,65,38,20,67,4,7,1,MYSQL,HTML/CSS,Database Administrator
31,52,75,74,22,80,61,5,6,2,HTML/CSS,C/C++,Tech Support
42,79,53,60,29,32,49,5,5,4,HTML/CSS,Javascript,UI/UX
80,68,87,82,61,95,90,6,4,2,Ansible,Linux,Network Engineer
90,71,90,37,3,14,66,4,9,4,GitHub,React,UI/UX
37,82,17,50,41,46,75,3,7,1,HTML/CSS,Java,Web Developer
60,62,81,33,50,73,86,5,7,1,Python,Ansible,Network Engineer
6,79,83,8,80,81,63,9,5,3,R,C/C++,Software Engineer
62,34,73,52,47,40,57,4,5,4,Javascript,Javascript,Web Developer
75,63,92,85,74,88,72,8,6,0,Java,Python,Network Engineer
81,83,78,88,80,87,70,7,7,3,Linux,Oracle,Software Engineer
31,6,6,88,70,41,62,1,5,1,Python,Python,Tech Support
85,85,68,63,80,64,64,8,5,3,C/C++,Pytorch,DATA Scientist
54,89,89,75,70,81,68,5,7,3,Oracle,C/C++,Database Administrator
41,38,44,34,2,38,80,3,9,4,GitHub,Node.js,UI/UX
65,83,91,60,24,62,56,5,4,1,C/C++,HTML/CSS,Database Administrator
65,85,65,57,57,30,61,5,9,4,Angular,React,Web Developer
25,34,44,22,19,32,72,3,9,3,Javascript,HTML/CSS,UI/UX
61,89,77,77,39,54,43,7,7,1,GitHub,Oracle,Database Administrator
52,31,93,34,10,36,48,3,7,5,GitHub,GitHub,Web Developer
61,81,79,60,58,76,73,7,6,3,C/C++,Machine Learning,Database Administrator
85,6,81,64,74,83,65,5,6,1,R,Python,DATA Scientist
59,6,76,69,42,52,43,6,6,0,Linux,Python,Database Administrator
79,69,84,67,81,85,70,5,4,2,Python,Oracle,Network Engineer
